"id","doi","title","year_published","volume","abstract","authors_keywords","document_type","publication_type","language","reprint_address","issn","eissn","source_abbreviation_29_character","iso_source_abbreviation","publication_date","issue","beginning_page","ending_page","page_count","web_of_science_categories","research_areas","document_delivery_number","accession_number","keyword_plus","open_access_indicator","pudmed_id","special_issue","book_series_title","meeting_abstract","editors","funding_agency_grant_number","id_conference","id_journal"
"EVANS AE, 2006, FAM COMMUNITY HEALTH, V29, P43, DOI 10.1097/00003727-200601000-00006","10.1097/00003727-200601000-00006","CHANGING THE HOME NUTRITION ENVIRONMENT - EFFECTS OF A NUTRITION AND MEDIA LITERACY PILOT INTERVENTION",2006,"29","THE SPECIFIC AIM FOR THIS PILOT STUDY WAS TO EVALUATE THE EFFECTIVENESS OF A NUTRITION AND MEDIA LITERACY INTERVENTION TARGETING ELEMENTARY STUDENTS AND THEIR PARENTS. THE PURPOSE OF THE INTERVENTION WAS TO INCREASE CHILD FRUIT AND VEGETABLES (FV) CONSUMPTION AND CHANGE THE HOME NUTRITION ENVIRONMENT (MEASURED WITH FV AVAILABILITY AND ACCESSIBILITY AND PARENTAL SOCIAL SUPPORT). DURING THE INTERVENTION, STUDENTS LEARNED ABOUT NUTRITION, THE ROLE MEDIA PLAYS IN SHAPING VALUES CONCERNING NUTRITION, AND DEVELOPED A MEDIA CAMPAIGN FOR THEIR PARENTS. A QUASI-EXPERIMENTAL RESEARCH DESIGN WAS USED TO EVALUATE THE EFFECTIVENESS OF THE INTERVENTION. THE MEDIA INTERVENTION WAS EFFECTIVE IN CHANGING THE HOME ENVIRONMENT.","CHILD-DEVELOPED MEDIA CAMPAIGN; ELEMENTARY SCHOOL STUDENTS; FRUIT AND;   VEGETABLE CONSUMPTION; HOME NUTRITION ENVIRONMENT; PARENTAL SOCIAL;   SUPPORT","ARTICLE; PROCEEDINGS PAPER","J","ENGLISH","EVANS, AE (REPRINT AUTHOR), UNIV S CAROLINA, ARNOLD SCH PUBL HLTH, DEPT HLTH PROMOT EDUC & BEHAV, COLUMBIA, SC 29208 USA.","0160-6379",NA,"FAM COMMUNITY HEALTH","FAM. COMMUNITY HEALTH","JAN-MAR","1","43","54","12","FAMILY STUDIES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","FAMILY STUDIES; PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","998PQ","ISI000234331700006","PHYSICAL-ACTIVITY; VEGETABLE CONSUMPTION; FAMILY INTERVENTION; SOCIAL;   SUPPORT; CHILDREN; ADOLESCENTS; FRUIT; BEHAVIORS; OBESITY; HEALTH",NA,"16340677",NA,NA,NA,NA,NA,"ANNUAL CONFERENCE OF THE;   INTERNATIONAL-SOCIETY-OF-BEHAVIORAL-NUTRITION-AND-PHYSICAL-ACTIVITY","FAMILY & COMMUNITY HEALTH"
"AUSTIN EW, 2006, INT J ADVERT, V25, P541",NA,"WHY ADVERTISERS AND RESEARCHERS SHOULD FOCUS ON MEDIA LITERACY TO RESPOND TO THE EFFECTS OF ALCOHOL ADVERTISING ON YOUTH",2006,"25",NA,NA,"EDITORIAL MATERIAL","J","ENGLISH","AUSTIN, EW (REPRINT AUTHOR), WASHINGTON STATE UNIV, EDWARD R MURROW SCH COMMUN, PULLMAN, WA 99164 USA.","0265-0487",NA,"INT J ADVERT","INT. J. ADVERT.",NA,"4","541","544","4","BUSINESS; COMMUNICATION","BUSINESS & ECONOMICS; COMMUNICATION","142MZ","ISI000244655300008","ADOLESCENTS",NA,NA,NA,NA,NA,NA,NA,NA,"INTERNATIONAL JOURNAL OF ADVERTISING"
"LILLIS T, 2006, WRIT COMMUN, V23, P3, DOI 10.1177/0741088305283754","10.1177/0741088305283754","PROFESSIONAL ACADEMIC WRITING BY MULTILINGUAL SCHOLARS - INTERACTIONS WITH LITERACY BROKERS IN THE PRODUCTION OF ENGLISH-MEDIUM TEXTS",2006,"23","SCHOLARS AROUND THE WORLD ARE UNDER INCREASING PRESSURE TO PUBLISH THEIR RESEARCH IN THE MEDIUM OF ENGLISH. HOWEVER, LITTLE EMPIRICAL RESEARCH HAS EXPLORED HOW THE GLOBAL PREMIUM OF ENGLISH INFLUENCES THE ACADEMIC TEXT PRODUCTION OF SCHOLARS WORKING OUTSIDE OF ENGLISH-SPEAKING COUNTRIES. THIS ARTICLE DRAWS ON A LONGITUDINAL TEXT-ORIENTED ETHNOGRAPHIC STUDY OF PSYCHOLOGY SCHOLARS IN HUNGARY, SLOVAKIA, SPAIN, AND PORTUGAL TO FOLLOW THE TRAJECTORIES OF TEXTS FRONT LOCAL RESEARCH AND WRITING CONTEXTS TO ENGLISH-MEDIUM PUBLICATIONS. OUR FINDINGS INDICATE THAT A SIGNIFICANT NUMBER OF MEDIATORS, ""LITERACY BROKERS,"" WHO ARE INVOLVED IN THE PRODUCTION OF SUCH TEXTS, INFLUENCE THE TEXTS IN DIFFERENT AND IMPORTANT WAYS. WE ILLUSTRATE IN BROAD TERMS THE NATURE AND EXTENT OF LITERACY BROKERING IN ENGLISH-MEDIUM PUBLICATIONS AND CHARACTERIZE AND EXEMPLIFY BROKERS' DIFFERENT ORIENTATIONS. WE EXPLORE WHAT KIND OF BROKERING IS EVIDENT IN THE PRODUCTION OF A SPECIFIC GROUP OF ENGLISH-MEDIUM PUBLICATIONS-ARTICLES WRITTEN AND PUBLISHED IN ENGLISH-MEDIUM INTERNATIONAL JOURNALS-BY FOCUSING ON THREE TEXT HISTORIES. WE CONCLUDE BY DISCUSSING WHAT A FOCUS ON BROKERING CAN TELL US ABOUT PRACTICES SURROUNDING ACADEMIC KNOWLEDGE PRODUCTION.","SCHOLARLY PUBLISHING; EXPANDING CIRCLE; TEXT ETHNOGRAPHY; ACADEMIC;   LITERACY","ARTICLE","J","ENGLISH","LILLIS, T (REPRINT AUTHOR), OPEN UNIV, MILTON KEYNES MK7 6AA, BUCKS, ENGLAND.","0741-0883",NA,"WRIT COMMUN","WRIT. COMMUN.","JAN","1","3","35","33","COMMUNICATION","COMMUNICATION","997TX","ISI000234272800001","PUBLISH",NA,NA,NA,NA,NA,NA,NA,NA,"WRITTEN COMMUNICATION"
"BEAN TW, 2005, J ADOLESC ADULT LIT, V49, P361, DOI 10.1598/JAAL.49.4.8","10.1598/JAAL.49.4.8","NEW LITERACIES IN ACTION: TEACHING AND LEARNING IN MULTIPLE MEDIA",2005,"49",NA,NA,"BOOK REVIEW","J","ENGLISH","BEAN, TW (REPRINT AUTHOR), UNIV NEVADA, LAS VEGAS, NV 89154 USA.","1081-3004",NA,"J ADOLESC ADULT LIT","J. ADOLESC. ADULT LIT.","DEC","4","361","363","3","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","991QR","ISI000233829200016",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF ADOLESCENT & ADULT LITERACY"
"HOBBS R, 2005, J COMMUN, V55, P865",NA,"THE STATE OF MEDIA LITERACY EDUCATION",2005,"55",NA,NA,"REVIEW","J","ENGLISH","HOBBS, R (REPRINT AUTHOR), TEMPLE UNIV, PHILADELPHIA, PA 19122 USA.","0021-9916",NA,"J COMMUN","J. COMMUN.","DEC","4","865","871","7","COMMUNICATION","COMMUNICATION","991WG","ISI000233844600013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF COMMUNICATION"
"VILA HJ, 2005, TEACH COLL REC, V107, P2537, DOI 10.1111/J.1467-9620.2005.00626.X","10.1111/J.1467-9620.2005.00626.X","NEW LITERACIES IN ACTION: TEACHING AND LEARNING IN MULTIPLE MEDIA",2005,"107",NA,NA,"BOOK REVIEW","J","ENGLISH","VILA, HJ (REPRINT AUTHOR), MIDDLEBURY COLL, MIDDLEBURY, VT 05753 USA.","0161-4681",NA,"TEACH COLL REC","TEACH. COLL. REC.","NOV","11","2537","2542","6","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","978CT","ISI000232850500029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEACHERS COLLEGE RECORD"
"GRAY J, 2005, CRIT STUD MEDIA COMM, V22, P223, DOI 10.1080/07393180500201652","10.1080/07393180500201652","TELEVISION TEACHING: PARODY, THE SIMPSONS, AND MEDIA LITERACY EDUCATION",2005,"22","THIS PAPER EXAMINES TELEVISUAL PARODY AS A MEDIA LITERACY EDUCATOR, AND THE POTENTIAL OF PARODY TO CHANNEL THE POWERS OF COMEDY AND ENTERTAINMENT IN ORDER TO ""TEACH"" THE TECHNIQUES AND RHETORIC OF TELEVISUAL TEXTS AND GENRES. IT FOCUSES ON THE CASE OF THE HUGELY SUCCESSFUL AND POPULAR ANIMATED PARODIC SITCOM, THE SIMPSONS, AND ITS PLAYFUL ATTACK ON ADVERTISING AND PROMOTIONAL CULTURE. CURRENTLY IN,ITS 16TH SEASON, THE SIMPSONS BROADCASTS TO APPROXIMATELY 60 MILLION VIEWERS IN 70 COUNTRIES WEEKLY, OFFERING A PLAYFUL CRITIQUE OF TELEVISION FROM WITHIN THE TELEVISION FRAME.","MEDIA LITERACY; MEDIA EDUCATION; PARODY; TELEVISION; THE SIMPSONS;;   INTERTEXTUALITY; ADVERTISING; PEDAGOGY","ARTICLE","J","ENGLISH","GRAY, J (REPRINT AUTHOR), FORDHAM UNIV, DEPT COMMUN & MEDIA STUDIES, ROSE HILL CAMPUS, BRONX, NY 10458 USA.","1529-5036",NA,"CRIT STUD MEDIA COMM","CRIT. STUD. MEDIA COMM.","AUG","3","223","238","16","COMMUNICATION","COMMUNICATION","958AP","ISI000231417400003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRITICAL STUDIES IN MEDIA COMMUNICATION"
"VILLANI VS, 2005, CHILD ADOL PSYCH CL, V14, P523, DOI 10.1016/J.CHC.2005.03.001","10.1016/J.CHC.2005.03.001","MEDIA LITERACY FOR CLINICIANS AND PARENTS",2005,"14","FAMILIES AND CHILDREN ARE IN THE MIDST OF A MEDIA REVOLUTION. TELEVISION, INTERNET ACCESS, INSTANT MESSAGING, CELL PHONES, AND INTERACTIVE VIDEO GAMES ARE DELIVERING MORE INFORMATION FOR MORE HOURS THAN EVER IN HISTORY. EXPOSURE IS OCCURRING AT YOUNGER AND YOUNGER AGES, OFTEN WITHOUT PARENTAL OVERSIGHT OR INTERPRETATION. THE IMPACT ON CHILDREN IS JUST BEGINNING TO BE STUDIED. DOES MEDIA EXPOSURE PREPARE CHILDREN FOR THE WORLD IN WHICH THEY LIVE OR DEPRIVE THEM OF CRITICAL DEVELOPMENTAL OPPORTUNITIES? DOES THE STEADY DISPLAY OF VIOLENCE CONTRIBUTE TO VIOLENT BEHAVIOR? THIS ARTICLE PRESENTS A DEVELOPMENTAL CONTEXT, DISCUSSES THE RESEARCH CONDUCTED TO DATE, REVIEWS THE RECOMMENDATIONS OF MAJOR ORGANIZATIONS, AND TRIES TO TAKE A BALANCED PERSPECTIVE IN THE MIDST OF A RISING TIDE OF MEDIA, TECHNOLOGY COMMERCIALISM, AND CONTROVERSY.",NA,"ARTICLE","J","ENGLISH","VILLANI, VS (REPRINT AUTHOR), JOHNS HOPKINS UNIV, SCH PROGRAMS, KENNEDY KRIEGER INST, SCH MED,DEPT PSYCHIAT, 1750 E FAIRMOUNT AVE, BALTIMORE, MD 21231 USA.","1056-4993",NA,"CHILD ADOL PSYCH CL","CHILD ADOLESC. PSYCHIATR. N. AM.","JUL","3","523","+","32","PSYCHIATRY","PSYCHIATRY","939TO","ISI000230095500011","REDUCING CHILDRENS TELEVISION; RANDOMIZED CONTROLLED-TRIAL; VIOLENT;   VIDEO GAMES; AGGRESSIVE-BEHAVIOR; PRESCHOOL-CHILDREN; COMPUTER USE;;   ADOLESCENTS; EXPOSURE; RATINGS; YOUTH",NA,"15936672",NA,NA,NA,NA,NA,NA,"CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA"
"FOSTER AE, 2005, J LIBR INF SCI, V37, P108, DOI 10.1177/096100060503700212","10.1177/096100060503700212","INFORMATION LITERACY AND INFORMATION SKILLS INSTRUCTION: APPLYING RESEARCH TO PRACTICE IN THE SCHOOL LIBRARY MEDIA CENTRE",2005,"37",NA,NA,"BOOK REVIEW","J","ENGLISH","FOSTER, AE (REPRINT AUTHOR), UNIV WALES, ABERYSTWYTH, DYFED, WALES.","0961-0006",NA,"J LIBR INF SCI","J. LIBR. INF. SCI.","JUN","2","108","109","2","INFORMATION SCIENCE & LIBRARY SCIENCE","INFORMATION SCIENCE & LIBRARY SCIENCE","953FE","ISI000231061200013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE"
"KEENAN KL, 2005, JOURNALISM MASS COMM, V82, P462",NA,"INTERNATIONAL COMMUNICATIONS: A MEDIA LITERACY APPROACH",2005,"82",NA,NA,"BOOK REVIEW","J","ENGLISH","KEENAN, KL (REPRINT AUTHOR), AMER UNIV CAIRO, CAIRO, EGYPT.","1077-6990",NA,"JOURNALISM MASS COMM","JOURNAL. MASS COMMUN. Q.","SUM","2","462","465","4","COMMUNICATION","COMMUNICATION","955TJ","ISI000231250200023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNALISM & MASS COMMUNICATION QUARTERLY"
"NORTON-MEIER LA, 2005, J ADOLESC ADULT LIT, V48, P608, DOI 10.1598/JAAL.48.7.6","10.1598/JAAL.48.7.6","""TRUST THE FUNGUS"": LESSONS IN MEDIA LITERACY LEARNED FROM THE MOVIES",2005,"48",NA,NA,"ARTICLE","J","ENGLISH",NA,"1081-3004",NA,"J ADOLESC ADULT LIT","J. ADOLESC. ADULT LIT.","APR","7","608","611","4","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","914NZ","ISI000228235900006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF ADOLESCENT & ADULT LITERACY"
"WADSWORTH LA, 2005, CAN J DIET PRACT RES, V66, P30, DOI 10.3148/66.1.2005.30","10.3148/66.1.2005.30","MEDIA LITERACY: A CRITICAL ROLE FOR DIETETIC PRACTICE",2005,"66","THE MASS MEDIA, INCLUDING BROADCAST, ELECTRONIC, AND PRINT MEDIA, HAVE BECOME ENTRENCHED IN CANADIANS' DAILY LIVES. SPENDING THE MAJORITY OF THEIR LEISURE TIME WITH MASS MEDIA PUTS CANADIANS AT INCREASED HEALTH RISK. OUR REVIEW OF THE RESEARCH LITERATURE SHOWS THAT TELEVISION (TV) VIEWING AND CONTENT ARE LINKED TO POTENTIAL CONSUMER HEALTH RISKS DUE TO DEVELOPED HEALTH ATTITUDES, BELIEFS, AND BEHAVIOURS. THE ASSOCIATED HEALTH RISKS OF CHILDREN AND YOUTH ARE OF PARTICULAR CONCERN. EXCESSIVE TV VIEWING HAS BEEN ASSOCIATED WITH OBESITY DEVELOPMENT, INCREASED ENERGY CONSUMPTION, REDUCED ENERGY EXPENDITURE, NEGATIVE BODY IMAGE DEVELOPMENT, AND REDUCED CONCERN WITH THE CONCEPT OF SELF-CARE. MEDIA LITERACY, THE ABILITY TO VIEW CRITICALLY AND UNDERSTAND MEDIATED MESSAGES, IS A POSSIBLE TECHNIQUE TO MITIGATE THESE ADVERSE EFFECTS. THE ENHANCED INCLUSION OF MEDIA LITERACY CONCEPTS IN HEALTH EDUCATION ACTIVITIES OF DIETETIC PRACTICE IS ADVOCATED. DIETITIANS COULD INCREASE THEIR UNDERSTANDING OF RESEARCH FINDINGS ON THE HEALTH-RELATED EFFECTS OF MASS MEDIA USE AND THE IMPLICATIONS OF INCLUDING MEDIA LITERACY IN DAILY PRACTICE. SUCH AWARENESS WOULD FURTHER AUGMENT AVAILABLE HEALTH PROMOTION STRATEGIES.",NA,"REVIEW","J","ENGLISH","WADSWORTH, LA (REPRINT AUTHOR), ST FRANCIS XAVIER UNIV, DEPT HUMAN NUTR, ANTIGONISH, NS B2G 1C0, CANADA.","1486-3847",NA,"CAN J DIET PRACT RES","CAN. J. DIET. PRACT. RES.","SPR","1","30","36","7","NUTRITION & DIETETICS","NUTRITION & DIETETICS","916AI","ISI000228353000007","TELEVISION COMMERCIALS; CHILDRENS TELEVISION; PHYSICAL-ACTIVITY;;   ADOLESCENT GIRLS; FOOD MESSAGES; OBESITY; OVERWEIGHT; CHILDHOOD;;   NUTRITION; EDUCATION",NA,"15780154",NA,NA,NA,NA,NA,NA,"CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH"
"WATKINS J, 2005, LECT NOTES COMPUT SC, V3815, P390",NA,"DEVELOPING COMMUNITIES AND COLLECTIONS WITH NEW MEDIA AND INFORMATION LITERACY",2005,"3815","AS PART OF ITS MANY FUNCTIONS, THE REFERENCE LIBRARY IS CHARGED WITH DEVELOPING BOTH ITS COLLECTION AND ITS USER COMMUNITY. THESE TWO FUNCTIONS ARE SOMETIMES PURSUED AS SEPARATE INITIATIVES (WITH SEPARATE FUNDING) BY LIBRARY MANAGERS. IN AUSTRALIA, THE STATE LIBRARY OF QUEENSLAND (SLQ) IS COMMITTED TO AN EXCITING POLICY OF SIMULTANEOUS COLLECTION DEVELOPMENT AND COMMUNITY ENGAGEMENT BY INTEGRATING NEW MEDIA TECHNOLOGIES WITH PUBLIC PROGRAMS. SLQ'S MOBILE MULTIMEDIA LABORATORY IS A PURPOSE-DESIGNED PORTABLE DIGITAL CREATIVITY WORKSHOP WHICH IS MADE AVAILABLE TO COMMUNITIES AS A POWERFUL PLATFORM TO CAPTURE AND DISSEMINATE LOCAL DIGITAL CULTURE, AND ALSO TO PROMOTE AND TRAIN COMMUNITY MEMBERS IN INFORMATION LITERACY. THE MOBILE MULTIMEDIA LABORATORY FACILITY OPERATES IN CONJUNCTION WITH SLQ'S QUEENSLAND STORIES PROJECT, AN INNOVATIVE PORTAL FOR THE DISPLAY AND PROMOTION OF COMMUNITY CO-CREATED MULTIMEDIA. TOGETHER, THE MOBILE MULTIMEDIA LABORATORY AND THE QUEENSLAND STORIES INITIATIVES ALLOW SLQ TO DIRECTLY ENGAGE WITH EXISTING AND NEW COMMUNITIES, AND ALSO TO INCREASE ITS DIGITAL COLLECTION WITH COMMUNITY CREATED CONTENT. NOT ONLY ARE BOTH INITIATIVES RELATIVELY COST-EFFECTIVE, THEY HAVE A POSITIVE IMPACT UPON INFORMATION LITERACY WITHIN THE STATE.",NA,"ARTICLE; PROCEEDINGS PAPER","S","ENGLISH","WATKINS, J (REPRINT AUTHOR), QUEENSLAND UNIV TECHNOL, AUSTRALIAN RES COUNCIL, CTR EXCELLENCE CREAT IND & INNOVAT, BRISBANE, QLD, AUSTRALIA.","0302-9743",NA,"LECT NOTES COMPUT SC",NA,NA,NA,"390","394","5","COMPUTER SCIENCE, INFORMATION SYSTEMS; COMPUTER SCIENCE, THEORY &;   METHODS","COMPUTER SCIENCE","BDP39","ISI000234717300046",NA,NA,NA,NA,"LECTURE NOTES IN COMPUTER SCIENCE",NA,"FOX, EA;   NEUHOLD, EJ;   PREMSMIT, P;   WUWONGSE, V",NA,"8TH INTERNATIONAL CONFERENCE ON ASIAN DIGITAL LIBRARIES (ICADL 2005)","DIGITAL LIBRARIES: IMPLEMENTING STRATEGIES AND SHARING EXPERIENCES,;   PROCEEDINGS"
"AUSTIN EW, 2005, HEALTH COMMUN, V18, P75, DOI 10.1207/S15327027HC1801_4","10.1207/S15327027HC1801_4","EVALUATION OF AN AMERICAN LEGACY FOUNDATION WASHINGTON STATE DEPARTMENT OF HEALTH MEDIA LITERACY PILOT STUDY",2005,"18","A PRETEST-POSTTEST QUASI-EXPERIMENT WAS USED TO EVALUATE A PILOT TEST OF A MEDIA LITERACY CURRICULUM IMPLEMENTED DURING SUMMER 2001 IN WASHINGTON STATE. AS EXPECTED, MEDIA LITERACY TRAINING REDUCED YOUTHS' BELIEFS THAT MOST PEERS USE TOBACCO, INCREASED THEIR UNDERSTANDING OF ADVERTISING TECHNIQUES, AND INCREASED THEIR LEVELS OF EFFICACY REGARDING THE EXTENT TO WHICH THEY WOULD PARTICIPATE IN ADVOCACY AND PREVENTION ACTIVITIES. MIXED RESULTS WERE FOUND FOR SKEPTICISM, WHICH APPEARED TO SUFFER FROM A CEILING EFFECT, AND SURPRISING RESULTS WERE FOUND FOR DESIRABILITY, ALSO SEEMINGLY AN ARTIFACT OF THE MEASURES USED. THE RESULTS INDICATE THAT MEDIA LITERACY TRAINING COMBINING SKILL DEVELOPMENT WITH A MOTIVATIONAL COMPONENT REPRESENTS A PROMISING AVENUE FOR TOBACCO USE PREVENTION EFFORTS. THE STUDY ALSO HELPS ESTABLISH SOME RELIABLE OUTCOME MEASURES FOR MEDIA LITERACY EVALUATIONS, BUT ADDITIONAL TESTING SHOULD CONTINUE TO PURSUE THE DEVELOPMENT OF A COMPLETE BATTERY OF RELIABLE AND VALID INDICATORS.",NA,"ARTICLE","J","ENGLISH","AUSTIN, EW (REPRINT AUTHOR), WASHINGTON STATE UNIV, EDWARD R MURROW SCH COMMUN, POB 642520, PULLMAN, WA 99164 USA.","1041-0236",NA,"HEALTH COMMUN","HEALTH COMMUN.",NA,"1","75","95","21","COMMUNICATION; HEALTH POLICY & SERVICES","COMMUNICATION; HEALTH CARE SCIENCES & SERVICES","937JW","ISI000229921400004","MAGAZINE ADVERTISEMENTS; DECISION-MAKING; YOUTH SMOKING; TOBACCO USE;;   ALCOHOL; ADOLESCENTS; STUDENTS; BEHAVIOR; INOCULATION; INVOLVEMENT",NA,"15918791",NA,NA,NA,NA,NA,NA,"HEALTH COMMUNICATION"
"BROZO WG, 2004, J LIT RES, V36, P533, DOI 10.1207/S15548430JLR3604_5","10.1207/S15548430JLR3604_5","TEACHING YOUTH MEDIA: A CRITICAL GUIDE TO LITERACY, VIDEO PRODUCTION, AND SOCIAL CHANGE.",2004,"36",NA,NA,"BOOK REVIEW","J","ENGLISH","BROZO, WG (REPRINT AUTHOR), GEORGE MASON UNIV, GRAD SCH EDUC, MSN 4B3, FAIRFAX, VA 22030 USA.","1086-296X",NA,"J LIT RES","J. LIT. RES.","WIN","4","533","538","6","EDUCATION & EDUCATIONAL RESEARCH; PSYCHOLOGY, EDUCATIONAL","EDUCATION & EDUCATIONAL RESEARCH; PSYCHOLOGY","901NR","ISI000227289700006",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"JOURNAL OF LITERACY RESEARCH"
"GALICIAN ML, 2004, AM BEHAV SCI, V48, P143, DOI 10.1177/0002764204268867","10.1177/0002764204268867","INTRODUCTION: HIGH TIME FOR ""DIS-ILLUSIONING"" OURSELVES AND OUR MEDIA - MEDIA LITERACY IN THE 21ST CENTURY, PART II: STRATEGIES FOR THE GENERAL PUBLIC",2004,"48",NA,NA,"EDITORIAL MATERIAL","J","ENGLISH","GALICIAN, ML (REPRINT AUTHOR), ARIZONA STATE UNIV, WALTER CRONKITE SCH JOURNALISM & MASS COMMUN, TEMPE, AZ 85287 USA.","0002-7642",NA,"AM BEHAV SCI","AM. BEHAV. SCI.","OCT","2","143","151","9","PSYCHOLOGY, CLINICAL; SOCIAL SCIENCES, INTERDISCIPLINARY","PSYCHOLOGY; SOCIAL SCIENCES - OTHER TOPICS","849SM","ISI000223561000001","GOOD-NEWS; BAD-NEWS",NA,NA,NA,NA,NA,NA,NA,NA,"AMERICAN BEHAVIORAL SCIENTIST"
"BERGSMA LJ, 2004, AM BEHAV SCI, V48, P152, DOI 10.1177/0002764204267259","10.1177/0002764204267259","EMPOWERMENT EDUCATION - THE LINK BETWEEN MEDIA LITERACY AND HEALTH PROMOTION",2004,"48","WITHIN A FRAMEWORK OF MEDIA LITERACY AND HEALTH PROMOTION FOR YOUTH, THIS ARTICLE REVIEWS THE LITERATURE ESTABLISHING THAT POPULATION HEALTH AND WELL-BEING ARE INTIMATELY TIED TO, AND CONSEQUENCES OF POWER AND POWERLESSNESS, AND THAT EMPOWERMENT EDUCATION IS AN EFFECTIVE MODEL FOR ACHIEVING PERSONAL AND SOCIAL CHANGE. A COMPARISON OF THE COMPONENTS OF THE EMPOWERMENT EDUCATION CONSTRUCTS OF FREIRE, PUBLIC HEALTH, AND MEDIA LITERACY ESTABLISHES THE PEDAGOGICAL LINKS BETWEEN PUBLIC HEALTH AND MEDIA LITERACY. AN EXAMINATION OF THE COMMUNITY-BASED AND UNIVERSALISTIC FOUNDATIONS OF THE MEDIA LITERACY AND PUBLIC HEALTH MOVEMENTS, AND THE DOMINANT SYSTEMS THAT OPPOSE THEM, SUGGESTS STRENGTH IN WORKING TOGETHER","EMPOWERMENT EDUCATION; MEDIA LITERACY; PUBLIC HEALTH","ARTICLE","J","ENGLISH","BERGSMA, LJ (REPRINT AUTHOR), UNIV ARIZONA, MEL & ENID ZUCKERMAN ARIZONA COLL PUBL HLTH, TUCSON, AZ 85721 USA.","0002-7642",NA,"AM BEHAV SCI","AM. BEHAV. SCI.","OCT","2","152","164","13","PSYCHOLOGY, CLINICAL; SOCIAL SCIENCES, INTERDISCIPLINARY","PSYCHOLOGY; SOCIAL SCIENCES - OTHER TOPICS","849SM","ISI000223561000002","PSYCHOLOGICAL EMPOWERMENT; COMMUNITY EMPOWERMENT;;   CARDIOVASCULAR-DISEASE; MENTAL-HEALTH; ALCOHOL; ISSUES",NA,NA,NA,NA,NA,NA,NA,NA,"AMERICAN BEHAVIORAL SCIENTIST"
"RICH M, 2004, AM BEHAV SCI, V48, P165, DOI 10.1177/0002764204267261","10.1177/0002764204267261","HEALTH LITERACY VIA MEDIA LITERACY - VIDEO INTERVENTION/PREVENTION ASSESSMENT",2004,"48","VIDEO INTERVENTION/PREVENTION ASSESSMENT (VIA) BUILDS ON THE INNATE COMFORT THAT CHILDREN AND ADOLESCENTS HAVE WITH AUDIOVISUAL MEDIA TO GIVE THEM CONTROL OF AN IMPORTANT INFORMATION STREAM ABOUT THEIR OWN HEALTH AND WELL-BEING. CLINICIANS PROVIDE VIDEO CAMCORDERS TO YOUNG PEOPLE WHO HAVE CHRONIC MEDICAL CONDITIONS AND ASK THEM TO TEACH THE CLINICIANS ABOUT THEIR EXPERIENCES AND NEEDS BY MAKING VISUAL ILLNESS NARRATIVES. THEIR VISUAL NARRATIVES ARE UNEXPECTED, INSIGHTFUL, AND EXTREMELY USEFUL FOR DEVELOPING A REALITY-BASED CLINICIAN-PATIENT PARTNERSHIP IN HEALTH. VIA VISUAL NARRATIVES FUNCTION AS IMPORTANT RESEARCH, EDUCATION, POLICY-MAKING, AND ADVOCACY TOOLS TO DELIVER MORE REALISTIC, MORE HUMANE, AND ULTIMATELY MORE EFFECTIVE MEDICAL CARE. MOST IMPORTANT, BY PROVIDING KEY INFORMATION ABOUT THE CONTEXT IN WHICH THEY LIVE WITH ILLNESS, YOUNG PATIENTS CAN ATTAIN A POSITION OF EQUAL AUTHORITY IN THE INHERENTLY UNBALANCED CLINICIAN-PATIENT POWER DIFFERENTIAL.","PATIENTS; EMPOWERMENT; MEDIA PRODUCTION; MEDIA LITERACY; HEALTH LITERACY","ARTICLE","J","ENGLISH","RICH, M (REPRINT AUTHOR), HARVARD UNIV, SCH MED, CHILDRENS HOSP BOSTON, CTR MEDIA & CHILD HLTH, CAMBRIDGE, MA 02138 USA.","0002-7642",NA,"AM BEHAV SCI","AM. BEHAV. SCI.","OCT","2","165","188","24","PSYCHOLOGY, CLINICAL; SOCIAL SCIENCES, INTERDISCIPLINARY","PSYCHOLOGY; SOCIAL SCIENCES - OTHER TOPICS","849SM","ISI000223561000003","BEHAVIOR; EXPOSURE; ASTHMA; SELF",NA,NA,NA,NA,NA,NA,NA,NA,"AMERICAN BEHAVIORAL SCIENTIST"
